BPUIC,HOUR_OF_DAY,p_late,count
8502876,5,0.20760233918128654,1.736842105263158
8502876,6,0.15261194029850744,5.925373134328358
8502876,7,0.231592039800995,7.507462686567164
8502876,8,0.24233001658374792,6.925373134328358
8502876,9,0.24771973466003322,7.164179104477612
8502876,10,0.2518939393939394,7.287878787878788
8502876,11,0.2505471380471381,7.136363636363637
8502876,12,0.2863636363636363,6.878787878787879
8502876,13,0.25450336700336695,7.136363636363637
8502876,14,0.25750962000961997,7.318181818181818
8502876,15,0.2719696969696969,7.136363636363637
8502876,16,0.34784411276948585,6.850746268656716
8502876,17,0.3717661691542289,7.074626865671642
8502876,18,0.2835820895522388,7.2835820895522385
8502876,19,0.20087064676616917,7.104477611940299
8502876,20,0.22068230277185508,6.029850746268656
8502876,21,0.24242424242424243,3.803030303030303
8502876,22,0.1982323232323232,3.8333333333333335
8502876,23,0.2095959595959596,3.8181818181818183
8502885,0,0.2222222222222222,1.0
8502885,1,0.043478260869565216,1.0
8502885,2,0.09523809523809523,1.0
8502885,3,0.0,1.0588235294117647
8502885,5,0.12264150943396226,1.849056603773585
8502885,6,0.16161616161616157,2.4242424242424243
8502885,7,0.30429292929292934,3.121212121212121
8502885,8,0.27512437810945267,3.5671641791044775
8502885,9,0.21915422885572144,3.08955223880597
8502885,10,0.23177083333333334,1.828125
8502885,11,0.2109375,1.8125
8502885,12,0.234375,1.796875
8502885,13,0.1953125,1.8125
8502885,14,0.1796875,1.8125
8502885,15,0.23015873015873015,1.8095238095238095
8502885,16,0.3143939393939394,3.090909090909091
8502885,17,0.3034825870646767,3.08955223880597
8502885,18,0.30597014925373134,3.1044776119402986
8502885,19,0.23134328358208955,3.1044776119402986
8502885,20,0.125,1.8125
8502885,21,0.1796875,2.8125
8502885,22,0.27734375,3.625
8502885,23,0.1875,2.625
8502950,0,0.24942528735632183,1.5793103448275863
8502950,1,0.20202020202020204,1.696969696969697
8502950,2,0.38636363636363635,1.9545454545454546
8502950,3,0.0,2.0555555555555554
8502950,5,0.26900584795321636,1.736842105263158
8502950,6,0.2210365853658537,3.2865853658536586
8502950,7,0.3763642168814584,3.8160919540229883
8502950,8,0.30699699699699723,3.443243243243243
8502950,9,0.29975975975976005,3.5297297297297296
8502950,10,0.3082282282282284,3.545945945945946
8502950,11,0.38117390117390126,3.497297297297297
8502950,12,0.39687687687687695,3.4
8502950,13,0.29395577395577427,3.4864864864864864
8502950,14,0.3031859131859135,3.556756756756757
8502950,15,0.32463554463554495,3.502702702702703
8502950,16,0.40774774774774786,3.4162162162162164
8502950,17,0.47019115890083635,3.478494623655914
8502950,18,0.4274193548387099,3.5591397849462365
8502950,19,0.32377538829151753,3.4946236559139785
8502950,20,0.2668010752688172,3.118279569892473
8502950,21,0.29153153153153183,2.2972972972972974
8502950,22,0.3418390804597702,2.420689655172414
8502950,23,0.3179310344827587,2.406896551724138
8503000,0,0.1315354598473429,26.35126582278481
8503000,1,0.16544205195284334,5.133093525179856
8503000,2,0.15069340554907204,7.073770491803279
8503000,3,0.1768916446438525,12.578125
8503000,4,0.1514672741524593,3.6790123456790123
8503000,5,0.10886318357606291,21.0
8503000,6,0.1661887435017476,74.54716981132076
8503000,7,0.19360998861447135,87.30660377358491
8503000,8,0.20018763561189185,83.80092592592592
8503000,9,0.1495067036081655,76.41666666666667
8503000,10,0.1327308173005117,79.75471698113208
8503000,11,0.12170375509986267,81.07582938388626
8503000,12,0.1290628887065966,79.90995260663507
8503000,13,0.12020103425901273,81.23222748815166
8503000,14,0.11459777033811644,80.21800947867298
8503000,15,0.12749439267480425,80.89573459715639
8503000,16,0.1716562911423399,82.2122641509434
8503000,17,0.22848574297173194,86.43867924528301
8503000,18,0.20051599287607175,85.21698113207547
8503000,19,0.17550334045244553,82.08018867924528
8503000,20,0.15226200998877207,80.09905660377359
8503000,21,0.14889824633892348,73.44811320754717
8503000,22,0.13895721416614434,65.30188679245283
8503000,23,0.12726089711277147,61.863207547169814
8503001,0,0.20987959303176715,6.061594202898551
8503001,1,0.35858585858585856,3.015151515151515
8503001,2,0.232421875,4.078125
8503001,3,0.3641690340909091,4.1875
8503001,4,0.25825471698113206,1.9103773584905661
8503001,5,0.18513215034441444,8.25943396226415
8503001,6,0.1991833606189634,21.735849056603772
8503001,7,0.25142620332237126,24.358490566037737
8503001,8,0.2159502176259873,23.660377358490567
8503001,9,0.19506513529143185,20.91509433962264
8503001,10,0.17500005814423386,20.919431279620852
8503001,11,0.14699233591465208,20.938388625592417
8503001,12,0.16978433570579513,20.90995260663507
8503001,13,0.1550809709436497,20.914691943127963
8503001,14,0.16761551988920848,20.90521327014218
8503001,15,0.16500611403270624,21.592417061611375
8503001,16,0.2147485578863757,21.608490566037737
8503001,17,0.2630150282980472,22.96698113207547
8503001,18,0.22692469866005122,22.27358490566038
8503001,19,0.19885609418741618,21.56132075471698
8503001,20,0.17178446682246182,20.92452830188679
8503001,21,0.16460529966703674,14.929245283018869
8503001,22,0.11087059944926204,13.25
8503001,23,0.12811225345051064,13.320754716981131
8503003,0,0.13137540163866557,12.866438356164384
8503003,1,0.1642244547904925,6.518867924528302
8503003,2,0.1529100529100529,10.396825396825397
8503003,3,0.1314583333333333,10.46875
8503003,4,0.08125000000000003,5.03125
8503003,5,0.1339229559748426,14.18867924528302
8503003,6,0.17728327929226137,31.669811320754718
8503003,7,0.20249276267154204,35.594339622641506
8503003,8,0.20393824442092956,34.882075471698116
8503003,9,0.16238839178422673,32.193396226415096
8503003,10,0.1334650701064588,32.14218009478673
8503003,11,0.13081478390580706,32.21800947867298
8503003,12,0.13710040207101729,32.14218009478673
8503003,13,0.1381187568638417,32.10900473933649
8503003,14,0.12868584412227407,32.13744075829384
8503003,15,0.1380685804548409,32.15165876777251
8503003,16,0.2067289424462011,33.509433962264154
8503003,17,0.25037909161972705,34.87264150943396
8503003,18,0.22969582808823913,33.490566037735846
8503003,19,0.1934020070292268,32.094339622641506
8503003,20,0.15678084176319787,32.113207547169814
8503003,21,0.17386313587756438,32.259433962264154
8503003,22,0.16096795221032179,32.47641509433962
8503003,23,0.1401495882801377,32.41981132075472
8503004,0,0.2035442487497282,4.885844748858448
8503004,1,0.21269841269841266,2.2285714285714286
8503004,2,0.23544973544973555,3.3174603174603177
8503004,3,0.2388020833333333,3.34375
8503004,4,0.14192708333333331,2.21875
8503004,5,0.25801886792452833,4.028301886792453
8503004,6,0.23515222984562614,7.202830188679245
8503004,7,0.2609896131122546,8.18867924528302
8503004,8,0.2433831236897275,8.183962264150944
8503004,9,0.21660115303983235,8.165094339622641
8503004,10,0.20027646129541868,8.165876777251185
8503004,11,0.2095839915745129,8.156398104265403
8503004,12,0.21375724065297527,8.175355450236967
8503004,13,0.23774354923644017,8.208530805687204
8503004,14,0.2161400737230121,8.161137440758294
8503004,15,0.24803844128488678,8.14218009478673
8503004,16,0.2909722222222222,8.15566037735849
8503004,17,0.2735324947589099,8.117924528301886
8503004,18,0.26340408805031446,8.117924528301886
8503004,19,0.2581761006289308,8.10377358490566
8503004,20,0.2332809224318658,8.10377358490566
8503004,21,0.22885220125786163,8.11320754716981
8503004,22,0.3126965408805031,6.113207547169812
8503004,23,0.2572158580413295,6.132075471698113
8503006,0,0.19900161664168903,13.498269896193772
8503006,1,0.16945684523809515,6.109375
8503006,2,0.22156084656084654,6.253968253968254
8503006,3,0.23632812499999992,6.296875
8503006,4,0.23671874999999998,4.03125
8503006,5,0.24997043563491436,22.85377358490566
8503006,6,0.24692742036641027,45.924528301886795
8503006,7,0.2784099627425189,48.117924528301884
8503006,8,0.27568161983646966,46.698113207547166
8503006,9,0.24767445302267613,45.35849056603774
8503006,10,0.24284360933524773,45.25592417061611
8503006,11,0.22944442225670275,45.28436018957346
8503006,12,0.2450730505996224,45.29383886255924
8503006,13,0.23238318609753753,45.317535545023695
8503006,14,0.23101183341137546,45.26066350710901
8503006,15,0.24491070257920705,45.27014218009479
8503006,16,0.280471308707375,46.613207547169814
8503006,17,0.29669733943673854,49.40094339622642
8503006,18,0.28252724127933937,49.33490566037736
8503006,19,0.27378870620920176,45.198113207547166
8503006,20,0.2661276534401281,45.198113207547166
8503006,21,0.26161117341807394,40.35849056603774
8503006,22,0.24912055301705802,35.740566037735846
8503006,23,0.229719005857984,35.7688679245283
8503007,0,0.46697388632872516,2.0092165898617513
8503007,1,0.5158730158730159,2.0317460317460316
8503007,2,0.48412698412698413,2.0634920634920637
8503007,3,0.425,2.078125
8503007,4,0.484375,2.0
8503007,5,0.6650943396226415,1.0
8503007,6,0.4090408805031447,4.066037735849057
8503007,7,0.33671383647798736,4.136792452830188
8503007,8,0.3580188679245283,4.127358490566038
8503007,9,0.3621069182389937,4.136792452830188
8503007,10,0.3432069510268563,4.118483412322274
8503007,11,0.36469194312796205,4.118483412322274
8503007,12,0.3467614533965244,4.104265402843602
8503007,13,0.3632701421800948,4.118483412322274
8503007,14,0.357154141277364,4.123222748815166
8503007,15,0.37969984202211693,4.113744075829384
8503007,16,0.43600628930817614,4.117924528301887
8503007,17,0.3922955974842767,4.117924528301887
8503007,18,0.3949685534591195,4.113207547169812
8503007,19,0.4033018867924528,4.09433962264151
8503007,20,0.3753930817610063,4.09433962264151
8503007,21,0.3945754716981132,4.10377358490566
8503007,22,0.40212264150943394,4.066037735849057
8503007,23,0.31792452830188683,4.004716981132075
8503008,0,0.2711213517665131,2.0092165898617513
8503008,1,0.3492063492063492,2.0317460317460316
8503008,2,0.3333333333333333,2.0634920634920637
8503008,3,0.27265625,2.078125
8503008,4,0.265625,2.0
8503008,5,0.1179245283018868,1.0
8503008,6,0.32900943396226423,4.75
8503008,7,0.4185478436657681,5.514150943396227
8503008,8,0.32405660377358514,4.811320754716981
8503008,9,0.20047169811320756,4.136792452830188
8503008,10,0.2084518167456556,4.118483412322274
8503008,11,0.16887835703001583,4.118483412322274
8503008,12,0.1939178515007899,4.104265402843602
8503008,13,0.2100315955766193,4.118483412322274
8503008,14,0.19688557887610025,4.123222748815166
8503008,15,0.2282780410742496,4.113744075829384
8503008,16,0.3013140161725069,4.80188679245283
8503008,17,0.3356132075471698,5.495283018867925
8503008,18,0.36185983827493257,5.476415094339623
8503008,19,0.2814465408805032,4.09433962264151
8503008,20,0.22838050314465408,4.09433962264151
8503008,21,0.2588050314465408,4.10377358490566
8503008,22,0.2766509433962264,4.066037735849057
8503008,23,0.23797169811320756,4.004716981132075
8503009,0,0.2406832298136649,4.195652173913044
8503009,1,0.3128205128205129,1.9846153846153847
8503009,2,0.29365079365079366,2.0634920634920637
8503009,3,0.2734375,2.0625
8503009,4,0.390625,1.015625
8503009,5,0.248124438454627,5.754716981132075
8503009,6,0.23219901168014379,8.023584905660377
8503009,7,0.19183700209643603,8.056603773584905
8503009,8,0.1900681341719078,8.037735849056604
8503009,9,0.21730870020964363,8.084905660377359
8503009,10,0.18792785676671933,8.04739336492891
8503009,11,0.24448393891521852,8.056872037914692
8503009,12,0.2150605581885203,8.080568720379146
8503009,13,0.23842812006319117,8.09478672985782
8503009,14,0.22095839915745136,8.080568720379146
8503009,15,0.2583596629805161,8.056872037914692
8503009,16,0.21550052410901466,8.070754716981131
8503009,17,0.2699067834681042,8.06132075471698
8503009,18,0.18979297693920336,8.06132075471698
8503009,19,0.24849318658280928,8.070754716981131
8503009,20,0.2138364779874214,8.056603773584905
8503009,21,0.2007730607966457,8.117924528301886
8503009,22,0.23606346483704974,8.19811320754717
8503009,23,0.23932127882599574,8.25
8503010,0,0.14076949620427875,4.177536231884058
8503010,1,0.2153846153846154,1.9846153846153847
8503010,2,0.21031746031746032,2.0634920634920637
8503010,3,0.23828125,2.0625
8503010,4,0.1882716049382716,1.2777777777777777
8503010,5,0.1407700658879903,6.731132075471698
8503010,6,0.04960939218014693,11.995283018867925
8503010,7,0.1499383739949775,12.702830188679245
8503010,8,0.139667565139263,12.69811320754717
8503010,9,0.09110425737784228,12.047169811320755
8503010,10,0.06193340624620247,12.004739336492891
8503010,11,0.04824076002985956,12.033175355450236
8503010,12,0.04013679843063728,12.04739336492891
8503010,13,0.04245438605628178,12.075829383886257
8503010,14,0.04458274742634932,12.052132701421801
8503010,15,0.05012759752096244,12.014218009478673
8503010,16,0.06553666459326832,12.716981132075471
8503010,17,0.11288033900062186,12.721698113207546
8503010,18,0.10704350680765773,12.033018867924529
8503010,19,0.09902636671504597,12.056603773584905
8503010,20,0.06797290759554912,12.018867924528301
8503010,21,0.08992328426290697,12.075471698113208
8503010,22,0.1651965958569732,10.18867924528302
8503010,23,0.16117900705164856,10.25943396226415
8503011,0,0.2508195307108354,4.177536231884058
8503011,1,0.5051282051282051,1.9846153846153847
8503011,2,0.376984126984127,2.0634920634920637
8503011,3,0.43359375,2.0625
8503011,4,0.609375,1.015625
8503011,5,0.40007861635220127,5.735849056603773
8503011,6,0.34755162290539626,11.995283018867925
8503011,7,0.3711361358767021,12.018867924528301
8503011,8,0.3497952519178937,12.00943396226415
8503011,9,0.3834361393323657,12.04245283018868
8503011,10,0.3581966217037306,12.004739336492891
8503011,11,0.35758337239379906,12.042654028436019
8503011,12,0.35375761679079226,12.04739336492891
8503011,13,0.3670642154054478,12.071090047393366
8503011,14,0.3560501110264143,12.052132701421801
8503011,15,0.40238789646372586,12.028436018957345
8503011,16,0.36211901306240896,12.033018867924529
8503011,17,0.4172065356027621,12.037735849056604
8503011,18,0.39948769783675436,12.033018867924529
8503011,19,0.37533260764392834,12.056603773584905
8503011,20,0.40048984034833074,12.014150943396226
8503011,21,0.39831104430161035,12.075471698113208
8503011,22,0.41424377509283167,10.18867924528302
8503011,23,0.3911735277301312,10.25943396226415
8503015,0,0.3765369997764364,4.032863849765258
8503015,1,0.0,1.0
8503015,5,0.5139150943396229,3.688679245283019
8503015,6,0.595754716981132,4.014150943396227
8503015,7,0.4817610062893081,4.037735849056604
8503015,8,0.4216981132075472,4.004716981132075
8503015,9,0.513679245283019,4.037735849056604
8503015,10,0.5000789889415481,4.033175355450237
8503015,11,0.48720379146919435,4.018957345971564
8503015,12,0.5338862559241706,4.023696682464455
8503015,13,0.578041074249605,4.028436018957346
8503015,14,0.5541864139020537,4.014218009478673
8503015,15,0.533175355450237,4.009478672985782
8503015,16,0.5586477987421384,4.018867924528302
8503015,17,0.5398584905660376,4.023584905660377
8503015,18,0.4893867924528302,4.004716981132075
8503015,19,0.43419811320754714,4.028301886792453
8503015,20,0.5393867924528303,4.009433962264151
8503015,21,0.5094339622641509,4.0
8503015,22,0.5502358490566038,4.004716981132075
8503015,23,0.4679245283018868,4.004716981132075
8503016,0,0.15595794392523352,5.200934579439252
8503016,1,0.25,2.0
8503016,2,0.0,2.0
8503016,3,0.5,2.0
8503016,4,0.04245283018867924,1.6933962264150944
8503016,5,0.1786639984753192,9.264150943396226
8503016,6,0.16624099377947435,19.330188679245282
8503016,7,0.19926936253303867,19.462264150943398
8503016,8,0.20957471261306365,20.495283018867923
8503016,9,0.1658586864780465,20.54245283018868
8503016,10,0.15637543490005887,20.526066350710902
8503016,11,0.12352509946266392,20.540284360189574
8503016,12,0.1138413741092496,20.540284360189574
8503016,13,0.09962410501252456,20.55924170616114
8503016,14,0.10486628077602732,20.526066350710902
8503016,15,0.11427376509593694,20.454976303317537
8503016,16,0.1300793841896342,20.495283018867923
8503016,17,0.18953438928628913,20.52358490566038
8503016,18,0.1953458246475063,20.53301886792453
8503016,19,0.17539531934986585,20.5188679245283
8503016,20,0.1603646214363043,19.52358490566038
8503016,21,0.12130721330240124,17.03301886792453
8503016,22,0.09310803976708824,14.212264150943396
8503016,23,0.12910599235516,13.084905660377359
8503020,0,0.2831732655997907,13.095070422535212
8503020,1,0.2731297348484848,9.171875
8503020,2,0.3196729196729196,10.396825396825397
8503020,3,0.2960500437062938,10.484375
8503020,4,0.5203801685283167,3.654320987654321
8503020,5,0.3096514334721883,11.877358490566039
8503020,6,0.27745220098727164,34.40094339622642
8503020,7,0.29285355914427436,37.14622641509434
8503020,8,0.2843659947052012,34.485849056603776
8503020,9,0.2625502319422987,32.386792452830186
8503020,10,0.2574423487193729,32.3696682464455
8503020,11,0.28446769484719026,32.37914691943128
8503020,12,0.2837421938044595,32.355450236966824
8503020,13,0.2917167675232986,32.317535545023695
8503020,14,0.3026658141097977,32.32701421800948
8503020,15,0.2869840117559818,32.355450236966824
8503020,16,0.30644897818004074,33.7122641509434
8503020,17,0.2947178445192349,36.443396226415096
8503020,18,0.3076628125489223,36.41509433962264
8503020,19,0.28421139299677034,32.27358490566038
8503020,20,0.2729253254618775,32.320754716981135
8503020,21,0.28288649145509587,32.45754716981132
8503020,22,0.290448528610987,32.613207547169814
8503020,23,0.27054360695107094,32.632075471698116
8503051,0,0.1674491392801252,1.619718309859155
8503051,1,0.5,4.0
8503051,2,1.0,2.0
8503051,3,0.5,2.0
8503051,4,0.0,1.0
8503051,5,0.23820754716981132,2.0
8503051,6,0.3406708595387843,7.735849056603773
8503051,7,0.3730345911949684,10.10377358490566
8503051,8,0.3282232704402516,10.10377358490566
8503051,9,0.2969732704402515,7.367924528301887
8503051,10,0.3368878357030016,7.3649289099526065
8503051,11,0.33412322274881523,7.3649289099526065
8503051,12,0.30489731437598727,7.3649289099526065
8503051,13,0.3151658767772511,7.3649289099526065
8503051,14,0.3153633491311217,7.3649289099526065
8503051,15,0.2993680884676145,7.3649289099526065
8503051,16,0.36084905660377325,10.10377358490566
8503051,17,0.24960691823899372,10.10377358490566
8503051,18,0.17488564894225284,9.419811320754716
8503051,19,0.24528301886792453,7.367924528301887
8503051,20,0.2931266846361188,6.683962264150943
8503051,21,0.30581761006289304,4.632075471698113
8503051,22,0.2586477987421383,4.632075471698113
8503051,23,0.24371069182389932,4.632075471698113
8503052,0,0.1729264475743349,1.9342723004694835
8503052,1,0.25,4.0
8503052,2,1.0,2.0
8503052,3,0.5,2.0
8503052,4,0.0,1.0
8503052,5,0.11320754716981123,3.0
8503052,6,0.2741090146750526,7.735849056603773
8503052,7,0.2810534591194966,10.10377358490566
8503052,8,0.252751572327044,10.10377358490566
8503052,9,0.2708333333333333,7.367924528301887
8503052,10,0.3270142180094786,7.3649289099526065
8503052,11,0.3141785150078989,7.3649289099526065
8503052,12,0.2871248025276462,7.3649289099526065
8503052,13,0.2584913112164297,7.3649289099526065
8503052,14,0.30746445497630326,7.3649289099526065
8503052,15,0.28771721958925756,7.3649289099526065
8503052,16,0.2857704402515722,10.10377358490566
8503052,17,0.241745283018868,10.10377358490566
8503052,18,0.20904802744425396,9.419811320754716
8503052,19,0.24449685534591195,7.367924528301887
8503052,20,0.24154874213836475,7.367924528301887
8503052,21,0.17767295597484278,4.632075471698113
8503052,22,0.14858490566037738,4.632075471698113
8503052,23,0.1332547169811321,4.632075471698113
8503053,0,0.11424100156494522,1.624413145539906
8503053,1,0.3333333333333333,3.0
8503053,2,0.5,2.0
8503053,3,0.5,2.0
8503053,4,0.0,1.0
8503053,5,0.05345911949685537,3.0
8503053,6,0.14905660377358504,8.735849056603774
8503053,7,0.2000786163522012,10.10377358490566
8503053,8,0.24649799885648957,9.419811320754716
8503053,9,0.17433176100628933,7.367924528301887
8503053,10,0.19865718799368084,7.3649289099526065
8503053,11,0.1966824644549763,7.3649289099526065
8503053,12,0.17298578199052134,7.3649289099526065
8503053,13,0.14375987361769357,7.3649289099526065
8503053,14,0.17890995260663506,7.3649289099526065
8503053,15,0.1695629278567667,8.04739336492891
8503053,16,0.21973270440251566,10.10377358490566
8503053,17,0.2468553459119497,10.10377358490566
8503053,18,0.19371069182389955,8.735849056603774
8503053,19,0.18710691823899367,7.367924528301887
8503053,20,0.13423742138364778,7.367924528301887
8503053,21,0.08962264150943396,4.632075471698113
8503053,22,0.08176100628930819,4.632075471698113
8503053,23,0.0617138364779874,4.632075471698113
8503054,0,0.1752738654147105,1.624413145539906
8503054,1,0.3333333333333333,3.0
8503054,2,1.0,2.0
8503054,3,1.0,2.0
8503054,4,0.0,1.0
8503054,5,0.2798742138364786,3.0
8503054,6,0.4288522012578617,7.367924528301887
8503054,7,0.4239386792452829,7.367924528301887
8503054,8,0.3498427672955975,7.367924528301887
8503054,9,0.3710691823899372,6.0
8503054,10,0.3902053712480254,6.0
8503054,11,0.354660347551343,6.0
8503054,12,0.34439178515007907,6.0
8503054,13,0.3349131121642973,6.0
8503054,14,0.33649289099526064,6.0
8503054,15,0.3428120063191157,6.0
8503054,16,0.35711477987421386,7.367924528301887
8503054,17,0.2395833333333333,7.367924528301887
8503054,18,0.1668912848158131,6.683962264150943
8503054,19,0.28223270440251585,6.0
8503054,20,0.365566037735849,6.0
8503054,21,0.4426100628930818,4.632075471698113
8503054,22,0.4312106918238995,4.632075471698113
8503054,23,0.42413522012578636,4.632075471698113
8503055,0,0.16823161189358368,1.624413145539906
8503055,1,1.0,3.0
8503055,2,0.5,2.0
8503055,3,0.5,2.0
8503055,4,0.0,1.0
8503055,5,0.0676100628930818,3.0
8503055,6,0.22201257861635215,5.316037735849057
8503055,7,0.34316037735849064,4.632075471698113
8503055,8,0.3667452830188679,4.632075471698113
8503055,9,0.365566037735849,4.632075471698113
8503055,10,0.3902053712480255,4.6350710900473935
8503055,11,0.3696682464454977,4.6350710900473935
8503055,12,0.34083728278041076,4.6350710900473935
