HALTESTELLEN_NAME,BPUIC,lat,lon,PRODUKT_ID,avg_trip_day,avg_p_late
"Zürich, Goldackerweg",8591163,47.37189000000058,8.48793099999981,Bus,283.0655737704918,0.26704097075438804
"Zürich, Goldbrunnenplatz",8502572,47.370292999999954,8.513918000000283,"Bus, Tram",2104.590163934426,0.2645212287732376
"Zürich, Grimselstrasse",8591165,47.38696399999919,8.49008200000012,Tram,279.21311475409834,0.24817145548021216
"Zürich, Grubenstrasse",8591083,47.36283900000071,8.511676000000067,Bus,79.13461538461539,0.27884359368230305
"Zürich, Grünaustrasse",8591167,47.39522999999799,8.489212000000316,"Bus, Tram",898.0655737704918,0.3005180109431882
"Zürich, Guggachstrasse",8591168,47.39570899999875,8.540143000000128,Tram,542.016393442623,0.2700689246677433
"Zürich, Gutstrasse",8591170,47.372002999998806,8.506086999999889,Bus,194.85245901639345,0.29068247171176714
"Zürich, Güterbahnhof",8591169,47.38031100000074,8.519973999999975,"Bus, Tram",1140.3934426229507,0.21764059558064158
"Zürich, Haldenbach",8591173,47.38029400000075,8.54838000000014,Tram,546.6065573770492,0.24700881590021653
"Zürich, Haldenegg",8591174,47.3796470000011,8.54451300000009,Tram,1061.8852459016393,0.22738013075128408
"Zürich, Hallenbad Oerlikon",8591175,47.41070600000074,8.555863999999938,Bus,408.11475409836066,0.2614884838131543
"Zürich, Hardhof",8591176,47.396351000001054,8.49747399999983,Tram,276.3833333333333,0.22904323636534726
"Zürich, Hardplatz",8591177,47.38234100000111,8.514532000000006,"Bus, Tram",1586.2459016393443,0.26444721721483183
"Zürich, Hardturm",8591178,47.394162999999146,8.504504000000273,Tram,275.27868852459017,0.25574776323044146
"Zürich, Hedwigsteig",8591180,47.360423999999085,8.56503100000008,Tram,278.40983606557376,0.2201031763211602
"Zürich, Heerenwiesen",8591181,47.40471300000147,8.576327999999897,Tram,275.59016393442624,0.26563621390380576
"Zürich, Hegianwandweg",8591182,47.356331000001,8.510221000000275,Bus,508.1639344262295,0.24551611483850821
"Zürich, Hegibachplatz",8530812,47.36169000000191,8.560623000000097,"Bus, Tram",1527.8360655737704,0.24661676602903757
"Zürich, Heizenholz",8576241,47.41229600000066,8.483904000000042,Bus,350.3606557377049,0.2621872389950408
"Zürich, Helmhaus",8591183,47.37006999999914,8.543295000000025,Tram,570.1311475409836,0.2787811030672426
